Product;Type;Month;Branch;Sales;Quantity;Visitors
Waffle chocolate;;01/09/25;SHARORA Fran;640;32;5484
Affogato;;01/09/25;SHARORA Fran;937.39107;77;5484
Black coffee XL;;01/09/25;SHARORA Fran;1369.566;225;5484
Flate white;;01/09/25;SHARORA Fran;667.82592;64;5484
Mineral water 600ml;;01/09/25;SHARORA Fran;876.52152;504;5484
Croissant-Cheese;;01/09/25;SHARORA Fran;289.56533;37;5484
Black Huawei;;01/09/25;SHARORA Fran;45.2174;4;5484
Iced White Mocha;;01/09/25;SHARORA Fran;620.86962;42;5484
paper cup - 7OZ-2pcs;;01/09/25;SHARORA Fran;11.30441;13;5484
ADD Mojito Mix;;01/09/25;SHARORA Fran;0;23;5484
paper cup - 16oz;;01/09/25;SHARORA Fran;2.60871;3;5484
* Hot Chocolate - M;;01/09/25;SHARORA Fran;31.30434;2;5484
* Iced Coffee latte;;01/09/25;SHARORA Fran;78.26085;5;5484
1k Espresso 250G;;01/09/25;SHARORA Fran;69.5652;4;5484
1k Play Card;;01/09/25;SHARORA Fran;0;0;5484
* Black Coffee - L;;01/09/25;SHARORA Fran;0;0;5484
Extra shot Espreso;;01/09/25;SHARORA Fran;208.6956;120;5484
Crunchy;;01/09/25;SHARORA Fran;1348.69602;141;5484
Today Coffee cold M;;01/09/25;SHARORA Fran;1028.69624;169;5484
san sebastian Cheese Cake;;01/09/25;SHARORA Fran;1737.39087;111;5484
coffee Latte L;;01/09/25;SHARORA Fran;573.91312;44;5484
Thermos cup - 50%OFF - .;;01/09/25;SHARORA Fran;127.8261;3;5484
Espresso - Single;;01/09/25;SHARORA Fran;730.4346;84;5484
cappuccino M;;01/09/25;SHARORA Fran;970.43454;93;5484
cappuccino L;;01/09/25;SHARORA Fran;221.73916;17;5484
Steam Tea - L;;01/09/25;SHARORA Fran;100.00009;23;5484
Brewed Coffee 750ml;;01/09/25;SHARORA Fran;1349.56528;16;5484
Hot Chocolate - M;;01/09/25;SHARORA Fran;273.91308;21;5484
Brewed Coffee 200ml;;01/09/25;SHARORA Fran;882.60865;35;5484
كريمة;;01/09/25;SHARORA Fran;3.47826;2;5484
Moroccan Tea - cup;;01/09/25;SHARORA Fran;26.08698;6;5484
Lemon-Mint;;01/09/25;SHARORA Fran;15.65217;1;5484
Today Coffee L;;01/09/25;SHARORA Fran;27.82608;4;5484
iced Matcha;;01/09/25;SHARORA Fran;2631.30458;178;5484
1k Box - S;;01/09/25;SHARORA Fran;1059.13038;42;5484
1k Mug matt;;01/09/25;SHARORA Fran;304.34782;14;5484
Iced V60 coffee;;01/09/25;SHARORA Fran;6274.78104;451;5484
Tea-steam M;;01/09/25;SHARORA Fran;461.7399;177;5484
Iced Spanish Latte;;01/09/25;SHARORA Fran;2882.60895;195;5484
Cold Brew 200gm;;01/09/25;SHARORA Fran;1895.6517;109;5484
French coffee M;;01/09/25;SHARORA Fran;453.91322;58;5484
karak Tea With Milk;;01/09/25;SHARORA Fran;225.21752;37;5484
Chocolate Cake;;01/09/25;SHARORA Fran;313.0434;20;5484
* chocolate cerpe;;01/09/25;SHARORA Fran;271.30441;13;5484
juice cup - .;;01/09/25;SHARORA Fran;13.04355;15;5484
* 1k Box - L;;01/09/25;SHARORA Fran;146.08695;3;5484
Iced Pistachio Latte;;01/09/25;SHARORA Fran;517.39135;35;5484
* BreakFast Offer;;01/09/25;SHARORA Fran;0;0;5484
Chemex;;01/09/25;SHARORA Fran;0;0;5484
* Iced Mocha;;01/09/25;SHARORA Fran;0;0;5484
Turkish Coffee - singl;;01/09/25;SHARORA Fran;148.69571;19;5484
sahlab with nuts;;01/09/25;SHARORA Fran;83.47824;8;5484
Espresso - Double;;01/09/25;SHARORA Fran;939.1302;90;5484
Spanish Latte - M;;01/09/25;SHARORA Fran;961.73889;79;5484
chocolate cerpe;;01/09/25;SHARORA Fran;504.3477;29;5484
Mojito strawberry;;01/09/25;SHARORA Fran;542.6088;48;5484
250gm Brazil specialty coffee;;01/09/25;SHARORA Fran;0;0;5484
Milk add;;01/09/25;SHARORA Fran;12.17391;7;5484
1k Pure Ceylon Tea -200G box;;01/09/25;SHARORA Fran;10.43478;1;5484
Americano - L;;01/09/25;SHARORA Fran;31.30434;3;5484
Black Coffee - L;;01/09/25;SHARORA Fran;1779.12999;341;5484
Iced KarKade;;01/09/25;SHARORA Fran;2066.08644;198;5484
1k Box L;;01/09/25;SHARORA Fran;1448.6958;34;5484
V60 coffee;;01/09/25;SHARORA Fran;608.6955;50;5484
* Iced V60 coffee;;01/09/25;SHARORA Fran;512.17394;31;5484
Granola;;01/09/25;SHARORA Fran;109.56519;9;5484
chocolate Cookies;;01/09/25;SHARORA Fran;493.91292;71;5484
1k Mug glossy;;01/09/25;SHARORA Fran;217.3913;10;5484
green tea- cub;;01/09/25;SHARORA Fran;30.43481;7;5484
Vanilla Add;;01/09/25;SHARORA Fran;13.91304;8;5484
Lemon-Mint;;01/09/25;SHARORA Fran;169.56524;13;5484
Mini Waffle;;01/09/25;SHARORA Fran;1043.4784;80;5484
Iced Tea Peach;;01/09/25;SHARORA Fran;413.91294;34;5484
cortado;;01/09/25;SHARORA Fran;333.91296;32;5484
Turkish Coffee - Double;;01/09/25;SHARORA Fran;248.69572;26;5484
Spanish Latte - L;;01/09/25;SHARORA Fran;31.30434;2;5484
Tea cup;;01/09/25;SHARORA Fran;0;0;5484
* saudi coffee L;;01/09/25;SHARORA Fran;9.56522;1;5484
* Black Huawei;;01/09/25;SHARORA Fran;13.91304;1;5484
Matcha Latte;;01/09/25;SHARORA Fran;41.73912;3;5484
iced Matcha *;;01/09/25;SHARORA Fran;0;0;5484
Brewed Coffee cup 50ml;;01/09/25;SHARORA Fran;939.1302;108;5484
American1k- 250gm - .;;01/09/25;SHARORA Fran;1511.30397;79;5484
Blue Mojito;;01/09/25;SHARORA Fran;734.78275;65;5484
saudi coffee L;;01/09/25;SHARORA Fran;516.52194;66;5484
Iced Mocha;;01/09/25;SHARORA Fran;279.99993;23;5484
Add sauces mix;;01/09/25;SHARORA Fran;41.73912;12;5484
hazelnuts Add d - .;;01/09/25;SHARORA Fran;48.69564;28;5484
Frappuccino - caramel;;01/09/25;SHARORA Fran;304.34775;25;5484
Americano M;;01/09/25;SHARORA Fran;242.60879;31;5484
Croissant Plain;;01/09/25;SHARORA Fran;46.95654;6;5484
* Spanish Latte - M;;01/09/25;SHARORA Fran;14.78261;1;5484
Box filter special coffee / Ethiobian;;01/09/25;SHARORA Fran;108.69565;5;5484
Macchiato;;01/09/25;SHARORA Fran;114.78258;11;5484
Karak Tea;;01/09/25;SHARORA Fran;6.95652;1;5484
1k Box - L od;;01/09/25;SHARORA Fran;0;0;5484
Coffee Latte M;;01/09/25;RABEGH Fran;751.30416;72;7529
muffin chocolate;;01/09/25;RABEGH Fran;266.08706;34;7529
pudding;;01/09/25;RABEGH Fran;693.91287;57;7529
ADD CHOCOLATE d - .;;01/09/25;RABEGH Fran;102.60867;59;7529
Iced1kCoffee-Original;;01/09/25;RABEGH Fran;2462.60824;382;7529
Iced Americano;;01/09/25;RABEGH Fran;3172.17312;304;7529
Cookies vanilla;;01/09/25;RABEGH Fran;528.69552;76;7529
ChocoChees bites;;01/09/25;RABEGH Fran;267.82616;28;7529
Add Pistachio d - .;;01/09/25;RABEGH Fran;19.13043;11;7529
classic Mojito;;01/09/25;RABEGH Fran;113.0435;10;7529
* Mini Pancake Cheese&Honey;;01/09/25;RABEGH Fran;140.86953;9;7529
paper cup - 8oz;;01/09/25;RABEGH Fran;7.82613;9;7529
caramel Add d - .;;01/09/25;RABEGH Fran;10.43478;6;7529
iced KarKade - L;;01/09/25;RABEGH Fran;0;0;7529
* Mineral water 600ml;;01/09/25;RABEGH Fran;26.08695;15;7529
* Macchiato Double;;01/09/25;RABEGH Fran;29.56522;2;7529
Today Coffee M;;01/09/25;RABEGH Fran;894.78312;147;7529
Mini Pancake Cheese&Honey;;01/09/25;RABEGH Fran;326.087;25;7529
vanilla ICE CREAM add d;;01/09/25;RABEGH Fran;12.17391;7;7529
Oreo Frappe;;01/09/25;RABEGH Fran;109.56519;9;7529
* French coffee M;;01/09/25;RABEGH Fran;38.26088;4;7529
* Waffle Stick;;01/09/25;RABEGH Fran;54.78261;3;7529
Fuchsine Crepe;;01/09/25;RABEGH Fran;20;1;7529
* Espresso - Double;;01/09/25;RABEGH Fran;13.04348;1;7529
BlackCoffee-M;;01/09/25;RABEGH Fran;2366.95888;590;7529
Today Coffee cold L;;01/09/25;RABEGH Fran;17530.4304;2520;7529
Chocolate Mini Pancake;;01/09/25;RABEGH Fran;3952.17444;303;7529
Iced Coffee latte;;01/09/25;RABEGH Fran;626.08704;48;7529
* Iced black Coffee;;01/09/25;RABEGH Fran;173.913;20;7529
Macchiato Double;;01/09/25;RABEGH Fran;304.34775;25;7529
Red Huawei;;01/09/25;RABEGH Fran;22.6087;2;7529
Cookies crispy;;01/09/25;RABEGH Fran;547.82595;35;7529
Add Lotus;;01/09/25;RABEGH Fran;8.69565;5;7529
* Today Coffee L;;01/09/25;RABEGH Fran;43.47825;5;7529
Blue Huawei;;01/09/25;RABEGH Fran;11.30435;1;7529
* sahlab with nuts;;01/09/25;RABEGH Fran;26.08696;2;7529
iced Spanish latte - L;;01/09/25;RABEGH Fran;0;0;7529
Saudi coffee Bag 500gm;;01/09/25;RABEGH Fran;31.30435;1;7529
Mineral water 600ml;;01/09/25;RABEGH Fran;1464.35588;1684;7529
Flate white;;01/09/25;RABEGH Fran;719.99982;69;7529
Iced White Mocha;;01/09/25;RABEGH Fran;990.43487;67;7529
ADD Mojito Mix;;01/09/25;RABEGH Fran;0;9;7529
Black coffee XL;;01/09/25;RABEGH Fran;791.3048;130;7529
Affogato;;01/09/25;RABEGH Fran;584.34768;48;7529
1k Play Card;;01/09/25;RABEGH Fran;104.3478;6;7529
* Crunchy;;01/09/25;RABEGH Fran;101.73915;9;7529
* cappuccino M;;01/09/25;RABEGH Fran;182.60872;14;7529
* Hot Chocolate - M;;01/09/25;RABEGH Fran;46.95651;3;7529
Waffle chocolate;;01/09/25;RABEGH Fran;260;13;7529
* Iced White Mocha;;01/09/25;RABEGH Fran;73.04348;4;7529
* Iced Coffee latte;;01/09/25;RABEGH Fran;62.60868;4;7529
Black Huawei;;01/09/25;RABEGH Fran;56.52175;5;7529
Chocolate Cake*;;01/09/25;RABEGH Fran;76.52172;4;7529
* Black Coffee - L;;01/09/25;RABEGH Fran;34.7826;5;7529
Croissant-Cheese;;01/09/25;RABEGH Fran;1275.65267;163;7529
* Coffee Latte M;;01/09/25;RABEGH Fran;39.13044;3;7529
paper cup - 7OZ-2pcs;;01/09/25;RABEGH Fran;0.86957;1;7529
* Iced Tea Peach;;01/09/25;RABEGH Fran;73.91305;5;7529
cappuccino M;;01/09/25;RABEGH Fran;3349.56438;321;7529
كريمة;;01/09/25;RABEGH Fran;20.86956;12;7529
Today Coffee cold M;;01/09/25;RABEGH Fran;3913.91528;643;7529
Waffle Stick;;01/09/25;RABEGH Fran;325.21742;22;7529
Extra shot Espreso;;01/09/25;RABEGH Fran;356.52165;205;7529
san sebastian Cheese Cake;;01/09/25;RABEGH Fran;1314.78228;84;7529
Brewed Coffee 200ml;;01/09/25;RABEGH Fran;1134.78255;45;7529
Espresso - Single;;01/09/25;RABEGH Fran;1182.6084;136;7529
Today Coffee L;;01/09/25;RABEGH Fran;730.4346;105;7529
Crunchy;;01/09/25;RABEGH Fran;994.78288;104;7529
Hot Chocolate - M;;01/09/25;RABEGH Fran;352.17396;27;7529
cappuccino L;;01/09/25;RABEGH Fran;1043.4784;80;7529
Thermos cup - 50%OFF - .;;01/09/25;RABEGH Fran;85.2174;2;7529
coffee Latte L;;01/09/25;RABEGH Fran;286.95656;22;7529
Steam Tea - L;;01/09/25;RABEGH Fran;21.73915;5;7529
Moroccan Tea - cup;;01/09/25;RABEGH Fran;60.86962;14;7529
green tea- cub;;01/09/25;RABEGH Fran;5.21739;1;7529
* Iced Americano;;01/09/25;RABEGH Fran;208.69568;16;7529
Lemon-Mint;;01/09/25;RABEGH Fran;15.65217;1;7529
* Frappuccino caramel;;01/09/25;RABEGH Fran;44.34783;3;7529
Brewed Coffee 750ml;;01/09/25;RABEGH Fran;1012.17396;12;7529
* ChocoChees bites;;01/09/25;RABEGH Fran;33.91305;3;7529
* Blue Mojito;;01/09/25;RABEGH Fran;97.39128;7;7529
* Affogato;;01/09/25;RABEGH Fran;14.78261;1;7529
* Box filter special coffee / clomibia 75G;;01/09/25;RABEGH Fran;26.08696;1;7529
* Americano M;;01/09/25;RABEGH Fran;28.69566;3;7529
Tea-steam M;;01/09/25;RABEGH Fran;86.0871;33;7529
French coffee M;;01/09/25;RABEGH Fran;579.13066;74;7529
Chocolate Cake;;01/09/25;RABEGH Fran;406.95642;26;7529
Cold Brew 200gm;;01/09/25;RABEGH Fran;1582.6083;91;7529
Iced V60 coffee;;01/09/25;RABEGH Fran;5203.47696;374;7529
iced Matcha;;01/09/25;RABEGH Fran;4139.1308;280;7529
Iced Spanish Latte;;01/09/25;RABEGH Fran;3089.56549;209;7529
* Mini Pancake Chocolate;;01/09/25;RABEGH Fran;970.43454;62;7529
karak Tea With Milk;;01/09/25;RABEGH Fran;486.9568;80;7529
* Iced Spanish Latte;;01/09/25;RABEGH Fran;182.6087;10;7529
1k Mug matt;;01/09/25;RABEGH Fran;434.7826;20;7529
* san sebastian;;01/09/25;RABEGH Fran;382.6086;20;7529
* Cookies crispy;;01/09/25;RABEGH Fran;229.56516;12;7529
* Iced Mocha;;01/09/25;RABEGH Fran;73.91305;5;7529
1k Box - S;;01/09/25;RABEGH Fran;226.95651;9;7529
Chocolate sauce box;;01/09/25;RABEGH Fran;10.43478;2;7529
* Iced KarKade;;01/09/25;RABEGH Fran;195.6522;15;7529
* Cold Brew 200gm;;01/09/25;RABEGH Fran;57.39129;3;7529
* chocolate cerpe;;01/09/25;RABEGH Fran;125.21742;6;7529
* chocolate Cookies;;01/09/25;RABEGH Fran;26.08695;3;7529
juice cup - .;;01/09/25;RABEGH Fran;7.82613;9;7529
* Today Coffee L;;01/09/25;RABEGH Fran;330.4347;38;7529
Iced Pistachio Latte;;01/09/25;RABEGH Fran;103.47827;7;7529
* 1k Box - L;;01/09/25;RABEGH Fran;48.69565;1;7529
Chemex;;01/09/25;RABEGH Fran;12.17391;1;7529
chocolate cerpe;;01/09/25;RABEGH Fran;434.7825;25;7529
Espresso - Double;;01/09/25;RABEGH Fran;1554.78222;149;7529
Spanish Latte - M;;01/09/25;RABEGH Fran;511.30422;42;7529
sahlab with nuts;;01/09/25;RABEGH Fran;208.6956;20;7529
* 1k Box - S;;01/09/25;RABEGH Fran;143.47825;5;7529
Turkish Coffee - singl;;01/09/25;RABEGH Fran;313.0436;40;7529
Americano - L;;01/09/25;RABEGH Fran;146.08692;14;7529
Milk add;;01/09/25;RABEGH Fran;20.86956;12;7529
Mojito strawberry;;01/09/25;RABEGH Fran;158.2609;14;7529
* Mini Waffle;;01/09/25;RABEGH Fran;78.26085;5;7529
* Cookies vanilla;;01/09/25;RABEGH Fran;69.5652;8;7529
1k Pure Ceylon Tea -200G box;;01/09/25;RABEGH Fran;10.43478;1;7529
* Croissant-Cheese;;01/09/25;RABEGH Fran;95.6522;10;7529
* Waffle chocolate;;01/09/25;RABEGH Fran;24.34783;1;7529
ICED Chemex;;01/09/25;RABEGH Fran;0;0;7529
* Mojito strawberry;;01/09/25;RABEGH Fran;13.91304;1;7529
Black Coffee - L;;01/09/25;RABEGH Fran;1867.82562;358;7529
V60 coffee;;01/09/25;RABEGH Fran;730.4346;60;7529
Spanish Latte - L;;01/09/25;RABEGH Fran;313.0434;20;7529
Iced Tea Peach;;01/09/25;RABEGH Fran;438.26076;36;7529
Iced KarKade;;01/09/25;RABEGH Fran;1273.04316;122;7529
cortado;;01/09/25;RABEGH Fran;845.21718;81;7529
iced Matcha *;;01/09/25;RABEGH Fran;547.8261;30;7529
chocolate Cookies;;01/09/25;RABEGH Fran;695.652;100;7529
green tea- cub;;01/09/25;RABEGH Fran;65.21745;15;7529
1k Box L;;01/09/25;RABEGH Fran;724.3479;17;7529
1k Mug glossy;;01/09/25;RABEGH Fran;413.04347;19;7529
Granola;;01/09/25;RABEGH Fran;109.56519;9;7529
Turkish Coffee - Double;;01/09/25;RABEGH Fran;239.1305;25;7529
Tea cup;;01/09/25;RABEGH Fran;234.78282;54;7529
* muffin chocolate;;01/09/25;RABEGH Fran;47.8261;5;7529
Matcha Latte;;01/09/25;RABEGH Fran;69.5652;5;7529
* Iced V60 coffee;;01/09/25;RABEGH Fran;231.30436;14;7529
Vanilla Add;;01/09/25;RABEGH Fran;17.3913;10;7529
* saudi coffee L;;01/09/25;RABEGH Fran;38.26088;4;7529
Mini Waffle;;01/09/25;RABEGH Fran;952.17404;73;7529
* pudding;;01/09/25;RABEGH Fran;192.17393;13;7529
Lemon-Mint;;01/09/25;RABEGH Fran;195.6522;15;7529
* Original coffee bag 250G;;01/09/25;RABEGH Fran;46.95652;2;7529
Americano M;;01/09/25;RABEGH Fran;626.0872;80;7529
Macchiato;;01/09/25;RABEGH Fran;532.17378;51;7529
BreakFast miniPan Cake+v60 Hot;;01/09/25;RABEGH Fran;24.34783;1;7529
Add sauces mix;;01/09/25;RABEGH Fran;76.52172;22;7529
Frappuccino - caramel;;01/09/25;RABEGH Fran;669.56505;55;7529
American1k- 250gm - .;;01/09/25;RABEGH Fran;860.86935;45;7529
hazelnuts Add d - .;;01/09/25;RABEGH Fran;33.04347;19;7529
Iced Mocha;;01/09/25;RABEGH Fran;413.91294;34;7529
Blue Mojito;;01/09/25;RABEGH Fran;452.174;40;7529
Karak Tea;;01/09/25;RABEGH Fran;6.95652;1;7529
Colombia Blackberry Coffee Cup;;01/09/25;RABEGH Fran;0;0;7529
* Oreo Frappe;;01/09/25;RABEGH Fran;88.69566;6;7529
* Red Huawei;;01/09/25;RABEGH Fran;13.91304;1;7529
* Turkish Coffee - Double;;01/09/25;RABEGH Fran;11.30435;1;7529
saudi coffee L;;01/09/25;RABEGH Fran;125.21744;16;7529
Brewed Coffee cup 50ml;;01/09/25;RABEGH Fran;617.39115;71;7529
* Blue Huawei;;01/09/25;RABEGH Fran;13.91304;1;7529
Mug glossy *;;01/09/25;RABEGH Fran;26.08696;1;7529
Oreo Frappe;;01/09/25;ABHA Fran;925.21716;76;4309
ChocoChees bites;;01/09/25;ABHA Fran;994.78288;104;4309
Add Pistachio d - .;;01/09/25;ABHA Fran;38.26086;22;4309
Iced1kCoffee-Original;;01/09/25;ABHA Fran;6.95652;1;4309
ADD CHOCOLATE d - .;;01/09/25;ABHA Fran;273.04341;157;4309
Mini Pancake Cheese&Honey;;01/09/25;ABHA Fran;313.04352;24;4309
Cookies vanilla;;01/09/25;ABHA Fran;466.08684;67;4309
Coffee Latte M;;01/09/25;ABHA Fran;657.39114;63;4309
iced KarKade - L;;01/09/25;ABHA Fran;264.34776;19;4309
classic Mojito;;01/09/25;ABHA Fran;418.26095;37;4309
Iced Americano;;01/09/25;ABHA Fran;166.95648;16;4309
muffin chocolate;;01/09/25;ABHA Fran;101.73917;13;4309
caramel Add d - .;;01/09/25;ABHA Fran;20.86956;12;4309
pudding;;01/09/25;ABHA Fran;1667.82567;137;4309
Today Coffee M;;01/09/25;ABHA Fran;0;0;4309
paper cup - 8oz;;01/09/25;ABHA Fran;0.86957;1;4309
Matt mug *;;01/09/25;ABHA Fran;0;0;4309
* Mini Pancake Cheese&Honey;;01/09/25;ABHA Fran;0;0;4309
iced Spanish latte - L;;01/09/25;ABHA Fran;280;14;4309
BlackCoffee-M;;01/09/25;ABHA Fran;1794.78428;424;4309
Chocolate Mini Pancake;;01/09/25;ABHA Fran;5530.43552;424;4309
Cookies crispy;;01/09/25;ABHA Fran;1518.26049;97;4309
Add Lotus;;01/09/25;ABHA Fran;10.43478;6;4309
Red Huawei;;01/09/25;ABHA Fran;79.13045;7;4309
Iced Coffee latte;;01/09/25;ABHA Fran;130.4348;10;4309
Blue Huawei;;01/09/25;ABHA Fran;22.6087;2;4309
Today Coffee cold L;;01/09/25;ABHA Fran;13.91304;2;4309
Box filter special coffee / clomibia;;01/09/25;ABHA Fran;65.21739;3;4309
Macchiato Double;;01/09/25;ABHA Fran;146.08692;12;4309
Black coffee XL;;01/09/25;ABHA Fran;6239.134;1025;4309
Mineral water 600ml;;01/09/25;ABHA Fran;921.7389;530;4309
1k Play Card;;01/09/25;ABHA Fran;34.7826;2;4309
Affogato;;01/09/25;ABHA Fran;608.6955;50;4309
Black Huawei;;01/09/25;ABHA Fran;384.3479;34;4309
Iced White Mocha;;01/09/25;ABHA Fran;340.00003;23;4309
Waffle chocolate;;01/09/25;ABHA Fran;480;24;4309
Flate white;;01/09/25;ABHA Fran;521.739;50;4309
ADD Mojito Mix;;01/09/25;ABHA Fran;0;19;4309
paper cup - 16oz;;01/09/25;ABHA Fran;0.86957;1;4309
1k Black Tea - 40GM Box;;01/09/25;ABHA Fran;10.43478;1;4309
paper cup - 7OZ-2pcs;;01/09/25;ABHA Fran;4.34785;5;4309
Croissant-Cheese;;01/09/25;ABHA Fran;281.73924;36;4309
قهوة كوستاريكا 250جم;;01/09/25;ABHA Fran;0;0;4309
Chocolate Cake*;;01/09/25;ABHA Fran;0;0;4309
cappuccino M;;01/09/25;ABHA Fran;1450.43442;139;4309
Steam Tea - L;;01/09/25;ABHA Fran;47.82613;11;4309
san sebastian Cheese Cake;;01/09/25;ABHA Fran;2676.52107;171;4309
Today Coffee L;;01/09/25;ABHA Fran;13.91304;2;4309
Espresso - Single;;01/09/25;ABHA Fran;565.21725;65;4309
Brewed Coffee 200ml;;01/09/25;ABHA Fran;731.30431;29;4309
Extra shot Espreso;;01/09/25;ABHA Fran;140.86953;81;4309
Crunchy;;01/09/25;ABHA Fran;1071.30464;112;4309
Brewed Coffee 750ml;;01/09/25;ABHA Fran;759.13047;9;4309
Hot Chocolate - M;;01/09/25;ABHA Fran;534.78268;41;4309
Today Coffee cold M;;01/09/25;ABHA Fran;24.34784;4;4309
coffee Latte L;;01/09/25;ABHA Fran;104.34784;8;4309
Moroccan Tea - cup;;01/09/25;ABHA Fran;39.13047;9;4309
cappuccino L;;01/09/25;ABHA Fran;104.34784;8;4309
Thermos cup - 50%OFF - .;;01/09/25;ABHA Fran;0;0;4309
كريمة;;01/09/25;ABHA Fran;3.47826;2;4309
* Blue Mojito;;01/09/25;ABHA Fran;0;0;4309
Iced Pistachio Latte;;01/09/25;ABHA Fran;354.78264;24;4309
1k Mug matt;;01/09/25;ABHA Fran;304.34782;14;4309
Iced Spanish Latte;;01/09/25;ABHA Fran;2187.82628;148;4309
juice cup - .;;01/09/25;ABHA Fran;3.47828;4;4309
Iced V60 coffee;;01/09/25;ABHA Fran;4605.21624;331;4309
Tea-steam M;;01/09/25;ABHA Fran;433.0442;166;4309
Cold Brew 200gm;;01/09/25;ABHA Fran;2347.8255;135;4309
karak Tea With Milk;;01/09/25;ABHA Fran;310.43496;51;4309
iced Matcha;;01/09/25;ABHA Fran;2187.82628;148;4309
French coffee M;;01/09/25;ABHA Fran;281.73924;36;4309
1k Box - S;;01/09/25;ABHA Fran;277.39129;11;4309
Chocolate Cake;;01/09/25;ABHA Fran;266.08689;17;4309
* san sebastian;;01/09/25;ABHA Fran;0;0;4309
Espresso - Double;;01/09/25;ABHA Fran;1095.6519;105;4309
Americano - L;;01/09/25;ABHA Fran;93.91302;9;4309
Spanish Latte - M;;01/09/25;ABHA Fran;730.4346;60;4309
Mojito strawberry;;01/09/25;ABHA Fran;158.2609;14;4309
sahlab with nuts;;01/09/25;ABHA Fran;177.39126;17;4309
Turkish Coffee - singl;;01/09/25;ABHA Fran;133.04353;17;4309
Milk add;;01/09/25;ABHA Fran;5.21739;3;4309
ICED Chemex;;01/09/25;ABHA Fran;13.91304;1;4309
Black Coffee - L;;01/09/25;ABHA Fran;8071.30233;1547;4309
Turkish Coffee - Double;;01/09/25;ABHA Fran;286.9566;30;4309
Iced KarKade;;01/09/25;ABHA Fran;1951.30386;187;4309
Vanilla Add;;01/09/25;ABHA Fran;85.21737;49;4309
chocolate Cookies;;01/09/25;ABHA Fran;375.65208;54;4309
V60 coffee;;01/09/25;ABHA Fran;596.52159;49;4309
cortado;;01/09/25;ABHA Fran;281.73906;27;4309
Iced Tea Peach;;01/09/25;ABHA Fran;474.78249;39;4309
1k Mug glossy;;01/09/25;ABHA Fran;217.3913;10;4309
1k Box L;;01/09/25;ABHA Fran;213.0435;5;4309
green tea- cub;;01/09/25;ABHA Fran;56.52179;13;4309
Tea cup;;01/09/25;ABHA Fran;0;0;4309
Mini Waffle;;01/09/25;ABHA Fran;1043.4784;80;4309
Matcha Latte;;01/09/25;ABHA Fran;41.73912;3;4309
Lemon-Mint;;01/09/25;ABHA Fran;65.2174;5;4309
Spanish Latte - L;;01/09/25;ABHA Fran;62.60868;4;4309
* pudding;;01/09/25;ABHA Fran;0;0;4309
Iced Mocha;;01/09/25;ABHA Fran;243.4782;20;4309
Brewed Coffee cup 50ml;;01/09/25;ABHA Fran;199.99995;23;4309
Add sauces mix;;01/09/25;ABHA Fran;163.47822;47;4309
Blue Mojito;;01/09/25;ABHA Fran;226.087;20;4309
Americano M;;01/09/25;ABHA Fran;54.78263;7;4309
American1k- 250gm - .;;01/09/25;ABHA Fran;286.95645;15;4309
hazelnuts Add d - .;;01/09/25;ABHA Fran;38.26086;22;4309
BreakFast miniPan Cake+v60 Hot;;01/09/25;ABHA Fran;0;0;4309
Macchiato;;01/09/25;ABHA Fran;73.04346;7;4309
Frappuccino - caramel;;01/09/25;ABHA Fran;170.43474;14;4309
Mug glossy *;;01/09/25;ABHA Fran;0;0;4309
Colombia Blackberry Coffee Cup;;01/09/25;ABHA Fran;0;0;4309
ChocoChees bites;;01/09/25;Jazan Fran;430.4349;45;2641
ADD CHOCOLATE d - .;;01/09/25;Jazan Fran;88.69563;51;2641
muffin chocolate;;01/09/25;Jazan Fran;187.82616;24;2641
Iced Americano;;01/09/25;Jazan Fran;459.13032;44;2641
Iced1kCoffee-Original;;01/09/25;Jazan Fran;1266.08664;182;2641
Coffee Latte M;;01/09/25;Jazan Fran;751.30416;72;2641
Cookies vanilla;;01/09/25;Jazan Fran;208.6956;30;2641
iced KarKade - L;;01/09/25;Jazan Fran;250.43472;18;2641
vanilla ICE CREAM add d;;01/09/25;Jazan Fran;13.91304;8;2641
Today Coffee M;;01/09/25;Jazan Fran;249.56536;41;2641
caramel Add d - .;;01/09/25;Jazan Fran;6.95652;4;2641
classic Mojito;;01/09/25;Jazan Fran;22.6087;2;2641
paper cup - 8oz;;01/09/25;Jazan Fran;1.73914;2;2641
Add Pistachio d - .;;01/09/25;Jazan Fran;3.47826;2;2641
Oreo Frappe;;01/09/25;Jazan Fran;12.17391;1;2641
Today Coffee cold L;;01/09/25;Jazan Fran;4299.12936;618;2641
BlackCoffee-M;;01/09/25;Jazan Fran;487.82653;113;2641
Iced Coffee latte;;01/09/25;Jazan Fran;1004.34796;77;2641
Chocolate Mini Pancake;;01/09/25;Jazan Fran;1460.86976;112;2641
iced Spanish latte - L;;01/09/25;Jazan Fran;440;22;2641
Cookies crispy;;01/09/25;Jazan Fran;203.47821;13;2641
Blue Huawei;;01/09/25;Jazan Fran;33.91305;3;2641
Red Huawei;;01/09/25;Jazan Fran;0;0;2641
Box filter special coffee / clomibia;;01/09/25;Jazan Fran;124.34782;6;2641
BreakFast miniPan Cake+ ice v60;;01/09/25;Jazan Fran;0;0;2641
Saudi coffee Bag 500gm;;01/09/25;Jazan Fran;31.30435;1;2641
Macchiato Double;;01/09/25;Jazan Fran;12.17391;1;2641
